ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
8136,simple,P3673,,P3673,1,0,visible, 3673-1-18,,,,taxable,,1,,,0,0,,,,,1,,,34.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3673.jpg,,,,,,,,,0,,thelength,,1,0
8137,simple,P3686,,P3686,1,0,visible, 3686 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,30.95,,,,,,,,,,,,,0,,thelength,,1,0
8138,simple,P3688,,P3688,1,0,visible, 3688+2-18,,,,taxable,,1,,,0,0,,,,,1,,,56.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3688.jpg,,,,,,,,,0,,thelength,,1,0
8139,simple,P3689,,P3689,1,0,visible, 3689-1-18,,,,taxable,,1,,,0,0,,,,,1,,,55.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3689.jpg,,,,,,,,,0,,thelength,,1,0
8140,simple,P3690,,P3690,1,0,visible, 3690-1-18,,,,taxable,,1,,,0,0,,,,,1,,,33.65,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3690.jpg,,,,,,,,,0,,thelength,,1,0
8141,simple,P3698,,P3698,1,0,visible, 3698 + 2 - 18,,,,taxable,,1,,,0,0,,,,,1,,,49.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3698.jpg,,,,,,,,,0,,thelength,,1,0
8143,simple,P3713,,P3713,1,0,visible, 3713-1-18,,,,taxable,,1,,,0,0,,,,,1,,,31.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3713.jpg,,,,,,,,,0,,thelength,,1,0
8144,simple,P3717,,P3717,1,0,visible, 3717-1-18,,,,taxable,,1,,,0,0,,,,,1,,,28.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3717.jpg,,,,,,,,,0,,thelength,,1,0
8145,simple,P3719,,P3719,1,0,visible, 3719-1-18,,,,taxable,,1,,,0,0,,,,,1,,,36.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3719.jpg,,,,,,,,,0,,thelength,,1,0
8146,simple,P3722,,P3722,1,0,visible, 3722-1-18,,,,taxable,,1,,,0,0,,,,,1,,,46.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3722.jpg,,,,,,,,,0,,thelength,,1,0
8147,simple,P3723,,P3723,1,0,visible, 3723-1-18,,,,taxable,,1,,,0,0,,,,,1,,,40.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3723.jpg,,,,,,,,,0,,thelength,,1,0
8148,simple,P3728,,P3728,1,0,visible, 3728-1-18,,,,taxable,,1,,,0,0,,,,,1,,,56.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3728.jpg,,,,,,,,,0,,thelength,,1,0
8149,simple,P3737,,P3737,1,0,visible, 3737-1-18,,,,taxable,,1,,,0,0,,,,,1,,,30.65,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3737.jpg,,,,,,,,,0,,thelength,,1,0
8150,simple,P3739,,P3739,1,0,visible, 3739-1-18,,,,taxable,,1,,,0,0,,,,,1,,,35.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3739.jpg,,,,,,,,,0,,thelength,,1,0
8151,simple,P3744,,P3744,1,0,visible, 3744 + 652 - 18,,,,taxable,,1,,,0,0,,,,,1,,,37.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3744.jpg,,,,,,,,,0,,thelength,,1,0
8152,simple,P3755,,P3755,1,0,visible, 3755+1-18'',,,,taxable,,1,,,0,0,,,,,1,,,37.85,,,,,,,,,,,,,0,,thelength,,1,0
8153,simple,P3756,,P3756,1,0,visible, 3756-1-18,,,,taxable,,1,,,0,0,,,,,1,,,39.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3756.jpg,,,,,,,,,0,,thelength,,1,0
8154,simple,P3759,,P3759,1,0,visible, 3759 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,42,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3759.jpg,,,,,,,,,0,,thelength,,1,0
8155,simple,P3780,,P3780,1,0,visible, 3780-2-18,,,,taxable,,1,,,0,0,,,,,1,,,61.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3780.jpg,,,,,,,,,0,,thelength,,1,0
8156,simple,P3781,,P3781,1,0,visible, 3781-2-18,,,,taxable,,1,,,0,0,,,,,1,,,67.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3781.jpg,,,,,,,,,0,,thelength,,1,0
8157,simple,P3785,,P3785,1,0,visible, 3785 + 1 - 18,,,,taxable,,1,,,0,0,,,,,1,,,34.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3785.jpg,,,,,,,,,0,,thelength,,1,0
8158,simple,P3786,,P3786,1,0,visible, 3786-1-18,,,,taxable,,1,,,0,0,,,,,1,,,48.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3786.jpg,,,,,,,,,0,,thelength,,1,0
8159,simple,P3787,,P3787,1,0,visible, 3787-1-18,,,,taxable,,1,,,0,0,,,,,1,,,32.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3787.jpg,,,,,,,,,0,,thelength,,1,0
8160,simple,P3791,,P3791,1,0,visible, 3791-2-18,,,,taxable,,1,,,0,0,,,,,1,,,46.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3791.jpg,,,,,,,,,0,,thelength,,1,0
8161,simple,P3792,,P3792,1,0,visible, 3792-1-18,,,,taxable,,1,,,0,0,,,,,1,,,30.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3792.jpg,,,,,,,,,0,,thelength,,1,0
8162,simple,P3796,,P3796,1,0,visible, 3796+2-18,,,,taxable,,1,,,0,0,,,,,1,,,49.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3796.jpg,,,,,,,,,0,,thelength,,1,0
8163,simple,P3798,,P3798,1,0,visible, 3798 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,61.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3798.jpg,,,,,,,,,0,,thelength,,1,0
8164,simple,P3799,,P3799,1,0,visible, 3799 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,37.65,,,,,,,,,,,,,0,,thelength,,1,0
8165,simple,P3802,,P3802,1,0,visible, 3802-2-18,,,,taxable,,1,,,0,0,,,,,1,,,51.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3802.jpg,,,,,,,,,0,,thelength,,1,0
8166,simple,P3807,,P3807,1,0,visible, 3807 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,38.95,,,,,,,,,,,,,0,,thelength,,1,0
8167,simple,P3808,,P3808,1,0,visible, 3808-1-18,,,,taxable,,1,,,0,0,,,,,1,,,33.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3808.jpg,,,,,,,,,0,,thelength,,1,0
8168,simple,P3809,,P3809,1,0,visible, 3809 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,47.1,,,,,,,,,,,,,0,,thelength,,1,0
8169,simple,P3812,,P3812,1,0,visible, 3812 1 18,,,,taxable,,1,,,0,0,,,,,1,,,70.1,,,,,,,,,,,,,0,,thelength,,1,0
8170,simple,P3813,,P3813,1,0,visible, 3813-1-18,,,,taxable,,1,,,0,0,,,,,1,,,36.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3813.jpg,,,,,,,,,0,,thelength,,1,0
8171,simple,P3814,,P3814,1,0,visible, 3814 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,36.1,,,,,,,,,,,,,0,,thelength,,1,0
8172,simple,P3815,,P3815,1,0,visible, 3815-1-18,,,,taxable,,1,,,0,0,,,,,1,,,33.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3815.jpg,,,,,,,,,0,,thelength,,1,0
8173,simple,P3817,,P3817,1,0,visible, 3817-21-18,,,,taxable,,1,,,0,0,,,,,1,,,76.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3817.jpg,,,,,,,,,0,,thelength,,1,0
8174,simple,P3822,,P3822,1,0,visible, 3822-1-18,,,,taxable,,1,,,0,0,,,,,1,,,41,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3822.jpg,,,,,,,,,0,,thelength,,1,0
8175,simple,P3823,,P3823,1,0,visible, 3823 1 18'',,,,taxable,,1,,,0,0,,,,,1,,,35.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3823.jpg,,,,,,,,,0,,thelength,,1,0
8176,simple,P3824,,P3824,1,0,visible, 3824 + 1 - 18,,,,taxable,,1,,,0,0,,,,,1,,,34.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3824.jpg,,,,,,,,,0,,thelength,,1,0
8177,simple,P3829,,P3829,1,0,visible, 3829 + 1 - 18,,,,taxable,,1,,,0,0,,,,,1,,,48.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3829.jpg,,,,,,,,,0,,thelength,,1,0
8178,simple,P3838,,P3838,1,0,visible, DOG CARTOON + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,42.55,,,,,,,,,,,,,0,,thelength,,1,0
8179,simple,P3839,,P3839,1,0,visible, 3839 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,41.95,,,,,,,,,,,,,0,,thelength,,1,0
8180,simple,P3847,,P3847,1,0,visible, 3847-1-18,,,,taxable,,1,,,0,0,,,,,1,,,26.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3847.jpg,,,,,,,,,0,,thelength,,1,0
8181,simple,P3849,,P3849,1,0,visible, 3849-1-18,,,,taxable,,1,,,0,0,,,,,1,,,49.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3849.jpg,,,,,,,,,0,,thelength,,1,0
8183,simple,P3860,,P3860,1,0,visible, 3860-1-18,,,,taxable,,1,,,0,0,,,,,1,,,43,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3860.jpg,,,,,,,,,0,,thelength,,1,0
8184,simple,P3863,,P3863,1,0,visible, 3863 21 18'',,,,taxable,,1,,,0,0,,,,,1,,,73.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3863.jpg,,,,,,,,,0,,thelength,,1,0
8185,simple,P3866,,P3866,1,0,visible, 3866-1-18,,,,taxable,,1,,,0,0,,,,,1,,,44.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3866.jpg,,,,,,,,,0,,thelength,,1,0
8187,simple,P3871,,P3871,1,0,visible, 3871-1-18'',,,,taxable,,1,,,0,0,,,,,1,,,27.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3871.jpg,,,,,,,,,0,,thelength,,1,0
8188,simple,P3880,,P3880,1,0,visible, 3880 + 2 18,,,,taxable,,1,,,0,0,,,,,1,,,53.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3880.jpg,,,,,,,,,0,,thelength,,1,0
8189,simple,P3881,,P3881,1,0,visible, 3881-1-18,,,,taxable,,1,,,0,0,,,,,1,,,33.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3881.jpg,,,,,,,,,0,,thelength,,1,0
8190,simple,P3883,,P3883,1,0,visible, 3883-1-18,,,,taxable,,1,,,0,0,,,,,1,,,36.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3883.jpg,,,,,,,,,0,,thelength,,1,0
8191,simple,P3884,,P3884,1,0,visible, 3884-1-18,,,,taxable,,1,,,0,0,,,,,1,,,36.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3884.jpg,,,,,,,,,0,,thelength,,1,0
8192,simple,P3887,,P3887,1,0,visible, 3887 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,31.75,,,,,,,,,,,,,0,,thelength,,1,0
8193,simple,P3891,,P3891,1,0,visible, 3891 + 652 18,,,,taxable,,1,,,0,0,,,,,1,,,52.1,,,,,,,,,,,,,0,,thelength,,1,0
8194,simple,P3893,,P3893,1,0,visible, 3893-1-18,,,,taxable,,1,,,0,0,,,,,1,,,31.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3893.jpg,,,,,,,,,0,,thelength,,1,0
8195,simple,P3894,,P3894,1,0,visible, 3894-207-18,,,,taxable,,1,,,0,0,,,,,1,,,34.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3894.jpg,,,,,,,,,0,,thelength,,1,0
8196,simple,P3895,,P3895,1,0,visible, 3895 + 652 18,,,,taxable,,1,,,0,0,,,,,1,,,42.75,,,,,,,,,,,,,0,,thelength,,1,0
8198,simple,P3900,,P3900,1,0,visible, 3900 + 207 18,,,,taxable,,1,,,0,0,,,,,1,,,31.75,,,,,,,,,,,,,0,,thelength,,1,0
8199,simple,P3903,,P3903,1,0,visible, 3903-1-18,,,,taxable,,1,,,0,0,,,,,1,,,38.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3903.jpg,,,,,,,,,0,,thelength,,1,0
8200,simple,P3907,,P3907,1,0,visible, 3907 + 207 - 18,,,,taxable,,1,,,0,0,,,,,1,,,35.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3907.jpg,,,,,,,,,0,,thelength,,1,0
8202,simple,P3909,,P3909,1,0,visible, 3909-1-18,,,,taxable,,1,,,0,0,,,,,1,,,18.6,,,,,,,,,,,,,0,,thelength,,1,0
8203,simple,P3912,,P3912,1,0,visible, 3912 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,23.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3912.jpg,,,,,,,,,0,,thelength,,1,0
8204,simple,P3914,,P3914,1,0,visible, 3914 + 1 - 18,,,,taxable,,1,,,0,0,,,,,1,,,30.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3914.jpg,,,,,,,,,0,,thelength,,1,0
8205,simple,P3915,,P3915,1,0,visible, 3915 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,32.1,,,,,,,,,,,,,0,,thelength,,1,0
8206,simple,P3916,,P3916,1,0,visible, 3916-207-18,,,,taxable,,1,,,0,0,,,,,1,,,29.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3916.jpg,,,,,,,,,0,,thelength,,1,0
8207,simple,P3917,,P3917,1,0,visible, 3917-1-18,,,,taxable,,1,,,0,0,,,,,1,,,29.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3917.jpg,,,,,,,,,0,,thelength,,1,0
8208,simple,P3919,,P3919,1,0,visible, 3919-652-18,,,,taxable,,1,,,0,0,,,,,1,,,41.8,,,,,,,,,,,,,0,,thelength,,1,0
8209,simple,P3928,,P3928,1,0,visible, 3928-1-18,,,,taxable,,1,,,0,0,,,,,1,,,37.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3928.jpg,,,,,,,,,0,,thelength,,1,0
8210,simple,P3930,,P3930,1,0,visible, 3930 + 1 - 18,,,,taxable,,1,,,0,0,,,,,1,,,27.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3930.jpg,,,,,,,,,0,,thelength,,1,0
8211,simple,P3932,,P3932,1,0,visible, 3932-1-18,,,,taxable,,1,,,0,0,,,,,1,,,40.25,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3932.jpg,,,,,,,,,0,,thelength,,1,0
8212,simple,P3940,,P3940,1,0,visible, 3940-1-18,,,,taxable,,1,,,0,0,,,,,1,,,33.7,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3940.jpg,,,,,,,,,0,,thelength,,1,0
8213,simple,P3960,,P3960,1,0,visible, 3960-1-18,,,,taxable,,1,,,0,0,,,,,1,,,43.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3960.jpg,,,,,,,,,0,,thelength,,1,0
8214,simple,P3961,,P3961,1,0,visible, 3961-1-18,,,,taxable,,1,,,0,0,,,,,1,,,42.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3961.jpg,,,,,,,,,0,,thelength,,1,0
8215,simple,P3963,,P3963,1,0,visible, 3963-1-18'',,,,taxable,,1,,,0,0,,,,,1,,,33.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3963.jpg,,,,,,,,,0,,thelength,,1,0
8216,simple,P3967,,P3967,1,0,visible, 3967-1-18,,,,taxable,,1,,,0,0,,,,,1,,,33.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/P3967.jpg,,,,,,,,,0,,thelength,,1,0
8217,simple,P3971,,P3971,1,0,visible, 3971 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,48.3,,,,,,,,,,,,,0,,thelength,,1,0
8218,simple,P4000,,P4000,1,0,visible, 4000 - 1-18,,,,taxable,,1,,,0,0,,,,,1,,,36.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4000.jpg,,,,,,,,,0,,thelength,,1,0
8219,simple,P4004,,P4004,1,0,visible, 4004 + 1 - 18,,,,taxable,,1,,,0,0,,,,,1,,,35.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4004.jpg,,,,,,,,,0,,thelength,,1,0
8220,simple,P4005,,P4005,1,0,visible, 4005-1-18,,,,taxable,,1,,,0,0,,,,,1,,,39.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4005.jpg,,,,,,,,,0,,thelength,,1,0
8221,simple,P4013,,P4013,1,0,visible, 4013-652-18,,,,taxable,,1,,,0,0,,,,,1,,,30.65,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4013.jpg,,,,,,,,,0,,thelength,,1,0
8222,simple,P4017,,P4017,1,0,visible, 4017-1-18,,,,taxable,,1,,,0,0,,,,,1,,,35.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4017.jpg,,,,,,,,,0,,thelength,,1,0
8223,simple,P4023,,P4023,1,0,visible, PLAIN CROSS PEND,,,,taxable,,1,,,0,0,,,,,1,,,32.35,,,,,,,,,,,,,0,,thelength,,1,0
8225,simple,P4030,,P4030,1,0,visible, 4030-2-18,,,,taxable,,1,,,0,0,,,,,1,,,57.45,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4030.jpg,,,,,,,,,0,,thelength,,1,0
8226,simple,P4036,,P4036,1,0,visible, 4036-2-18,,,,taxable,,1,,,0,0,,,,,1,,,70.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4036.jpg,,,,,,,,,0,,thelength,,1,0
8227,simple,P4037,,P4037,1,0,visible, 4037-1-18,,,,taxable,,1,,,0,0,,,,,1,,,36.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4037.jpg,,,,,,,,,0,,thelength,,1,0
8228,simple,P4038,,P4038,1,0,visible, 4038 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,48.65,,,,,,,,,,,,,0,,thelength,,1,0
8229,simple,P4039,,P4039,1,0,visible, 4039-2-18,,,,taxable,,1,,,0,0,,,,,1,,,69.35,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4039.jpg,,,,,,,,,0,,thelength,,1,0
8230,simple,P4047,,P4047,1,0,visible, 4047 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,30.75,,,,,,,,,,,,,0,,thelength,,1,0
8231,simple,P4052,,P4052,1,0,visible, 4052-1-18,,,,taxable,,1,,,0,0,,,,,1,,,33.95,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4052.jpg,,,,,,,,,0,,thelength,,1,0
8232,simple,P4054,,P4054,1,0,visible, 4054-652-18,,,,taxable,,1,,,0,0,,,,,1,,,40.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4054.jpg,,,,,,,,,0,,thelength,,1,0
8233,simple,P4056,,P4056,1,0,visible, 4056-652-18,,,,taxable,,1,,,0,0,,,,,1,,,35.65,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4056.jpg,,,,,,,,,0,,thelength,,1,0
8234,simple,P4059,,P4059,1,0,visible, 4059-1-18,,,,taxable,,1,,,0,0,,,,,1,,,35.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4059.jpg,,,,,,,,,0,,thelength,,1,0
8235,simple,P4060,,P4060,1,0,visible, 4060-1-18,,,,taxable,,1,,,0,0,,,,,1,,,47,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4060.jpg,,,,,,,,,0,,thelength,,1,0
8236,simple,P4061,,P4061,1,0,visible, 4061-1-18,,,,taxable,,1,,,0,0,,,,,1,,,46.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4061.jpg,,,,,,,,,0,,thelength,,1,0
8237,simple,P4065,,P4065,1,0,visible, 4065 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,29.6,,,,,,,,,,,,,0,,thelength,,1,0
8238,simple,P4067,,P4067,1,0,visible, 4067-1-18'',,,,taxable,,1,,,0,0,,,,,1,,,53.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4067.jpg,,,,,,,,,0,,thelength,,1,0
8239,simple,P4071,,P4071,1,0,visible, 4071-1-18,,,,taxable,,1,,,0,0,,,,,1,,,35.55,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4071.jpg,,,,,,,,,0,,thelength,,1,0
8240,simple,P4074,,P4074,1,0,visible, 4074-1-18'',,,,taxable,,1,,,0,0,,,,,1,,,42.3,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4074.jpg,,,,,,,,,0,,thelength,,1,0
8241,simple,P4078,,P4078,1,0,visible, 4078 652 18'',,,,taxable,,1,,,0,0,,,,,1,,,65.7,,,,,,,,,,,,,0,,thelength,,1,0
8243,simple,P4082,,P4082,1,0,visible, 4082+1-18'',,,,taxable,,1,,,0,0,,,,,1,,,34,,,,,,,,,,,,,0,,thelength,,1,0
8244,simple,P4084,,P4084,1,0,visible, 4084-1-18'',,,,taxable,,1,,,0,0,,,,,1,,,43.15,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4084.jpg,,,,,,,,,0,,thelength,,1,0
8245,simple,P4085,,P4085,1,0,visible, 4085 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,54.55,,,,,,,,,,,,,0,,thelength,,1,0
8246,simple,P4087,,P4087,1,0,visible, 4087-2-18,,,,taxable,,1,,,0,0,,,,,1,,,57.65,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4087.jpg,,,,,,,,,0,,thelength,,1,0
8247,simple,P4088,,P4088,1,0,visible, 4088 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,46.05,,,,,,,,,,,,,0,,thelength,,1,0
8248,simple,P4096,,P4096,1,0,visible, 4096 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,35.1,,,,,,,,,,,,,0,,thelength,,1,0
8249,simple,P4097,,P4097,1,0,visible, 4097 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,33.8,,,,,,,,,,,,,0,,thelength,,1,0
8250,simple,P4120,,P4120,1,0,visible, 4120-1-18,,,,taxable,,1,,,0,0,,,,,1,,,37.4,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4120.jpg,,,,,,,,,0,,thelength,,1,0
8251,simple,P4122,,P4122,1,0,visible, 4122 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,57.8,,,,,,,,,,,,,0,,thelength,,1,0
8252,simple,P4124,,P4124,1,0,visible, 4124-1-18,,,,taxable,,1,,,0,0,,,,,1,,,31.15,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4124.jpg,,,,,,,,,0,,thelength,,1,0
8253,simple,P4127,,P4127,1,0,visible, 4127-1-18,,,,taxable,,1,,,0,0,,,,,1,,,46.05,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4127.jpg,,,,,,,,,0,,thelength,,1,0
8254,simple,P4134,,P4134,1,0,visible, 4134-1-18,,,,taxable,,1,,,0,0,,,,,1,,,38.5,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4134.jpg,,,,,,,,,0,,thelength,,1,0
8255,simple,P4135,,P4135,1,0,visible, GRAD CHARM + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,32.35,,,,,,,,,,,,,0,,thelength,,1,0
8256,simple,P4173,,P4173,1,0,visible, 4173-2-18,,,,taxable,,1,,,0,0,,,,,1,,,86.9,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4173.jpg,,,,,,,,,0,,thelength,,1,0
8257,simple,P4177,,P4177,1,0,visible, 4177 +1-18'',,,,taxable,,1,,,0,0,,,,,1,,,30.95,,,,,,,,,,,,,0,,thelength,,1,0
8258,simple,P4189,,P4189,1,0,visible, 4189 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,31.15,,,,,,,,,,,,,0,,thelength,,1,0
8259,simple,P4199,,P4199,1,0,visible, 4199 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,47.3,,,,,,,,,,,,,0,,thelength,,1,0
8260,simple,P4204,,P4204,1,0,visible, 4204 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,103.15,,,,,,,,,,,,,0,,thelength,,1,0
8261,simple,P4207,,P4207,1,0,visible, 4207 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,39.2,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4207.jpg,,,,,,,,,0,,thelength,,1,0
8262,simple,P4213,,P4213,1,0,visible, 4213-1-18,,,,taxable,,1,,,0,0,,,,,1,,,37.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4213.jpg,,,,,,,,,0,,thelength,,1,0
8263,simple,P4217,,P4217,1,0,visible, 4217-1-18,,,,taxable,,1,,,0,0,,,,,1,,,46.85,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4217.jpg,,,,,,,,,0,,thelength,,1,0
8264,simple,P4218,,P4218,1,0,visible, 4218 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,43.3,,,,,,,,,,,,,0,,thelength,,1,0
8265,simple,P4221,,P4221,1,0,visible, 4221 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,46.05,,,,,,,,,,,,,0,,thelength,,1,0
8266,simple,P4225,,P4225,1,0,visible, 4225-1-18,,,,taxable,,1,,,0,0,,,,,1,,,39.75,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4225.jpg,,,,,,,,,0,,thelength,,1,0
8268,simple,P4244,,P4244,1,0,visible, 4244-1-18,,,,taxable,,1,,,0,0,,,,,1,,,33.65,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4244.jpg,,,,,,,,,0,,thelength,,1,0
8269,simple,P4245,,P4245,1,0,visible, 4245 + 1 18,,,,taxable,,1,,,0,0,,,,,1,,,45.6,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4245.jpg,,,,,,,,,0,,thelength,,1,0
8270,simple,P4246,,P4246,1,0,visible, 4246-1-18,,,,taxable,,1,,,0,0,,,,,1,,,33.1,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4246.jpg,,,,,,,,,0,,thelength,,1,0
8271,simple,P4254,,P4254,1,0,visible, 4254-344-18,,,,taxable,,1,,,0,0,,,,,1,,,119.6,,,,,,,,,,,,,0,,thelength,,1,0
8272,simple,P4255,,P4255,1,0,visible, 4255-1-18,,,,taxable,,1,,,0,0,,,,,1,,,40.8,,,,https://rousseauchain.com/wp-content/uploads/product_images/P4255.jpg,,,,,,,,,0,,thelength,,1,0
8273,simple,P4256,,P4256,1,0,visible, 4256-652-18,,,,taxable,,1,,,0,0,,,,,1,,,72.15,,,,,,,,,,,,,0,,thelength,,1,0
